author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1289098757951426560,2022-01-29 23:44:41+00:00, ,1487572439123075075,en,0,0,0,219,Twitter for Android,"RT @SummerOkibe: Montreal University Scholarships, Canada

Award: see images
Deadline: February 1, 2022
Eligibility: International students…"
363415263,2022-01-29 23:42:37+00:00, ,1487571917875949573,en,0,0,0,25,Twitter Web App,"RT @Learnwithbren: Postgraduate research scholarships for international students

University of Sydney 

Scholarships are available for dom…"
363415263,2022-01-29 23:42:25+00:00, ,1487571865300316162,en,0,0,0,19,Twitter Web App,"RT @Learnwithbren: Malmö University Master's Scholarship for International Students to Study in Sweden

Scholarship covers only the cost of…"
613932198,2022-01-29 23:39:27+00:00, ,1487571119414693888,en,0,0,0,115,Twitter for Android,"RT @RichkingSimz: Dear Zimbabweans and Africans, lets apply to these scholarship opportunities we are making available to you. There is mor…"
363415263,2022-01-29 23:38:53+00:00, ,1487570976015634432,en,0,0,0,8,Twitter Web App,"RT @Learnwithbren: Australia Awards Scholarships for International Students is open for Australia Awards Approved Countries.

The deadline…"
363415263,2022-01-29 23:38:38+00:00, ,1487570913876979712,en,0,0,0,4,Twitter Web App,RT @Learnwithbren: Carleton University has a variety of scholarship options for international students. These include entrance scholarships…
719885204492578817,2022-01-29 23:38:36+00:00, ,1487570908575318021,en,0,0,0,219,Twitter for Android,"RT @SummerOkibe: Montreal University Scholarships, Canada

Award: see images
Deadline: February 1, 2022
Eligibility: International students…"
2991853991,2022-01-29 23:38:31+00:00, ,1487570884009377792,en,0,0,0,3,Twitter for iPhone,"RT @AshfordSchool: Four of our talented art students have have entered this year's United Learning International Art Competition. 

Should…"
1061656505617920000,2022-01-29 23:37:22+00:00, ,1487570596863127552,en,4,1,1,0,Twitter Web App,"Int. students in community college was a rare phenomenon, but in the 2010s they rapidly overtook those in university, and are responsible for reviving many struggling colleges in rural areas. The diplomas are of little use, immigration is their main value. https://t.co/H03X0m63p3"
949087368,2022-01-29 23:37:22+00:00, ,1487570595323600900,en,0,0,0,6,Twitter for Android,"RT @RepKimSchrier: Congratulations to Eastlake High School students Aakarsh Agrawal and Rushil Arun, and Rishi Aniga of International Commu…"
1417856708416843778,2022-01-29 23:36:22+00:00, ,1487570346551263238,en,0,0,0,5216,Twitter for iPhone,RT @HolocaustMuseum: 1/ Maus has played a vital role in educating about the Holocaust through sharing detailed and personal experiences of…
356397359,2022-01-29 23:35:59+00:00, ,1487570247313940490,en,0,0,0,161,Twitter for iPhone,"RT @CollegeBoard: Beginning in Spring 2023 (international) and Spring 2024 (U.S.), students will take the SAT on laptops and tablets in a s…"
191133243,2022-01-29 23:35:53+00:00, ,1487570221569392641,en,0,0,0,3,Twitter for iPhone,"RT @AshfordSchool: Four of our talented art students have have entered this year's United Learning International Art Competition. 

Should…"
792336972102508544,2022-01-29 23:32:27+00:00, ,1487569360743014400,en,0,0,0,219,Twitter for Android,"RT @SummerOkibe: Montreal University Scholarships, Canada

Award: see images
Deadline: February 1, 2022
Eligibility: International students…"
1124447266205503488,2022-01-29 23:32:10+00:00, ,1487569288579928065,en,0,0,0,6,All 435 Reps,"RT @RepKimSchrier: Congratulations to Eastlake High School students Aakarsh Agrawal and Rushil Arun, and Rishi Aniga of International Commu…"
1080462532815532032,2022-01-29 23:32:05+00:00, ,1487569266601824257,en,25,0,3,6,Twitter for iPhone,"Congratulations to Eastlake High School students Aakarsh Agrawal and Rushil Arun, and Rishi Aniga of International Community School for winning the 8th District’s 2021 Congressional App Challenge!"
1480343464558882818,2022-01-29 23:31:50+00:00, ,1487569202253012992,ja,0,0,0,5,Twitter for Android,"RT @WSJJapan: 中国の外国人留学生、2年間閉め出し状態　ゼロコロナ政策の犠牲 
#中国 #ゼロコロナ #新型コロナウイルス 
https://t.co/aV3nNVgt5M"
995935722183028736,2022-01-29 23:30:13+00:00, ,1487568798051934210,en,0,0,0,2,Twitter Web App,RT @_Monaco_Hello: The classes of 2020 and 2021 at the International University of Monaco (IUM) received their diplomas on December 10 and…
1280578134677639168,2022-01-29 23:27:15+00:00, ,1487568049628721153,en,0,0,0,1,Twitter for iPhone,"RT @wasifk77: Will China Lift or Relax International Travel Restrictions

To those complaining. Why China is not allowing students  https:/…"
94861184,2022-01-29 23:26:18+00:00, ,1487567809110499331,en,1,0,0,1,Twitter Web App,"Pls share with high school students. Online summer '22 program. ""Business is Global"". https://t.co/ZpMe20xBWP  @infoaotp"
805589060412698624,2022-01-29 23:24:50+00:00, ,1487567442012483591,en,0,0,0,53,Twitter for Android,"RT @Jerryebune: @SummerOkibe My university too doesn't require IELTS “Aberystwyth University” Wales, Uk. In fact, in recent years the uni o…"
332869685,2022-01-29 23:24:03+00:00, ,1487567246637424640,en,0,0,0,25,Twitter for Android,"RT @AnomaV: The number of exchange students in Japan as visualized by MEXT. Their ""300,000 international student plan"" was set to be achiev…"
342417644,2022-01-29 23:23:40+00:00, ,1487567149283659779,en,0,0,0,84,Twitter for iPhone,"RT @OfficialSAT: NEW: Beginning in Spring 2023 (international) and Spring 2024 (U.S.), students will take the SAT on laptops and tablets in…"
1480343464558882818,2022-01-29 23:22:54+00:00, ,1487566953942519809,en,0,0,0,2,Twitter for Android,"RT @iChongqing_CIMC: 30 international students from Mekong countries in Chongqing,  Laos, Vietnam, Myanmar, etc, joined the 2022 New Year G…"
1405314888101097472,2022-01-29 23:21:25+00:00, ,1487566584247844868,en,0,0,0,5216,Twitter for Android,RT @HolocaustMuseum: 1/ Maus has played a vital role in educating about the Holocaust through sharing detailed and personal experiences of…
29757971,2022-01-29 23:21:21+00:00, ,1487566563398008839,en,0,0,0,51,Twitter for iPhone,"RT @saadgulzar: I applied to 24 PhD programs in 2012, spending months of my salary. Only @NYUpolitics admitted me💜 They are incredible at t…"
60671070,2022-01-29 23:21:20+00:00, ,1487566559472201729,en,4,0,0,0,Twitter for iPhone,@UberFacts My international marketing professor in my college years held class in an auditorium seating around 300 students.  He had a seating chart for the class that helped him memorize every student’s name.  He addressed every single student by their first name the entire semester.
232710107,2022-01-29 23:15:39+00:00, ,1487565132540837896,en,1,0,0,0,Twitter Web App,Loss of international students and inbound tourists has reduced demand and export revenues especially affecting some regional economies Loss of skilled foreign workers and low cost itinerant labour have impacted many sectors A rapid reversion to the pre-Covid status quo is unlike
1395681400389525507,2022-01-29 23:13:44+00:00, ,1487564647381315584,en,0,0,0,0,Twitter for Android,@zlj517 what do you think about international students return politics?
